cell_nm	8+35	8+36	8+37	8+38	8+39	8+40	8+41	8+42	8+43	8+44	8+45	8+46	8+47	8+48	8+49	8+50	8+51	8+52	8+53	8+54	8+55	8+56	8+57	8+58	8+59	8+60	8+61	8+62	8+63	8+64	8+65	8+66	8+67	8+68	8+69	8+70	8+71	8+72	8+73	8+74	8+75	8+76	8+77	8+78	8+79	8+80	8+81	8+82	8+83	8+84	8+85	8+86	8+87	8+88	8+89	8+90	8+91	8+92	8+93	8+94	8+95	8+96	8+97	8+98	8+99	8+100	8+101	8+102	8+103	8+104	8+105	8+106	8+107	8+108	8+109	8+110	8+111	8+112	8+113	8+114	8+115	8+116	8+117	8+118	8+119	8+120	8+121	8+122	8+123	8+124	8+125	8+126	8+127	8+128	8+129	8+130	8+131	8+132	8+133	8+134	8+135	8+136	8+137	8+138	8+139	8+140
1CDX2_103	0.644008087543425	0.6300079117272636	0.6368452068932958	0.6371707923773926	0.6387987197978766	0.6042866584836182	0.6479151133525863	0.6371707923773926	0.6456360149639089	0.6527988956140379	0.6306590826954571	0.6534500665822315	0.6707060972393607	0.6573570923913928	0.6635432165892315	0.6970785214511996	0.7016367182285546	0.7019623037126512	0.7332185101859419	0.6798224907940704	0.7107531117832643	0.7250788730835224	0.7136833811401353	0.7182415779174901	0.6957761795148125	0.7153113085606191	0.686334200476006	0.6733107811121349	0.6596361907800703	0.6466127714161992	0.6547524085186186	0.6404266472183604	0.5951702649289083	0.5961470213811987	0.6007052181585536	0.5906120681515535	0.5574023487736823	0.5303787535936498	0.505308671318198	0.4932620084066172	0.49293642292252043	0.47079661000393963	0.48316885839961715	0.4698198535516493	0.433679864816907	0.41870293254845525	0.38809789704335823	0.3773535760681646	0.39526077769348733	0.32916692442184153	0.3454461986266804	0.2985618889167445	0.28260820019600247	0.27121270825261523	0.26144514372971195	0.24158442919980858	0.23865415984293759	0.22660749693135682	0.2126073211151954	0.2155375904720664	0.19600246142625977	0.2038165130445824	0.20739795336964695	0.19763038884674367	0.19535129045806623	0.19372336303758234	0.20056065820361463	0.20511885498096954	0.19925831626722754	0.1999094872354211	0.23311920661329236	0.2279098388677439	0.22465398402677617	0.2620963146979055	0.289119909877938	0.28163144374371213	0.30637594053506717	0.35195790830861595	0.3643301567042935	0.35228349379271273	0.331446022810519	0.3623766437997128	0.41642383415977785	0.3669348405770677	0.36205105831561607	0.37540006316358393	0.2917245937507122	0.2679568534116475	0.2197702017653245	0.22009578724942128	0.15856013075513042	0.11655960330664618	0.07651258876274261	0.05079133551909722	0.07358231940587161	0.06967529359671029	0.0524192629395811	0.028977108084613158	0.009767564522903312	0.010418735491096865	0.0055349532296452095	0.01204666291158075	0.01204666291158075	0.000651170968193554		
1CDX4_97	0.5840207529818685	0.5995763390385733	0.5927135804841447	0.6066678562114828	0.6059815803560399	0.6094129596332541	0.6272561318747684	0.6178770285170494	0.6400666145097016	0.6652300625426063	0.6501319937228636	0.6800993727438681	0.7093804759094299	0.7123543379496823	0.7167007517008204	0.7379753032195487	0.7658838546742248	0.789217233759282	0.8084329577116818	0.8214721989650959	0.8644788192395149	0.8880409569430527	0.8891847500354575	0.9257861289924098	0.9340214392577241	0.9646750941341715	0.9628450251863239	0.9854921284159381	0.9834333008496096	1.0218647487544092	1.0195771625695997	1.004250335131376	0.9941849559182142	0.9674201975559429	0.9488907494589858	0.9491195080774667	0.9241848186630433	0.8679101985167291	0.8521258538415434	0.8054590956714295	0.7471256479587869	0.7153281999899347	0.6878771657722205	0.6281711663486922	0.5947724080504733	0.5282036500725165	0.4737590988740501	0.4298374441257074	0.39872627201229804	0.37402034121635536	0.34954316903889354	0.3083666177123223	0.2925822730371367	0.26719006638575105	0.25277827342145115	0.2539220665138559	0.2324187563766465	0.21343179104272753	0.23173248052120363	0.2271573081515846	0.21274551518728466	0.18872586024678478	0.20451020492197042	0.2013075842632371	0.19444482570880858	0.2271573081515846	0.2024513773556419	0.1990199980784276	0.21617689446449895	0.22098082545259895	0.2109154462394371	0.1820918603108372	0.23493510117993696	0.2841182041533415	0.23264751499512742	0.25735344579107017	0.28617703171967	0.319118272780927	0.28960841099688434	0.23173248052120363	0.2996737902100462	0.32781110028320315	0.27542537665106537	0.2751966180325844	0.24774558381487022	0.2422553769713274	0.2417978597343655	0.23218999775816554	0.1667650328726135	0.14274537793211362	0.08990213706301385	0.06473868903010921	0.08395441298250911	0.0446079306037855	0.024019654940499884	0.04049027547112838	0.021503310137209422	0.021503310137209422	0.012352965397971368	0.017843172241514202	0.010751655068604711	0.005947724080504733	0.0013725517108857078			
1CDX4_371	0.564065488831654	0.5467443857033122	0.544485111382224	0.5828927748407211	0.5384603798593225	0.5309294654556956	0.5339418312171463	0.5821396834003585	0.6039793351708764	0.5648185802720166	0.556534574428027	0.612263341014866	0.5708433117949181	0.6228066211799437	0.6152757067763167	0.6431400900697363	0.6506710044733631	0.6551895531155393	0.6664859247209797	0.7169430512252798	0.7410419773168858	0.7689063606103053	0.7568568975645023	0.7674001777295799	0.7583630804452277	0.8585242420134652	0.7922521952615487	0.8155980299127921	0.8427093217658489	0.7711656349313933	0.8005362011055382	0.7952645610229995	0.8404500474447607	0.7945114695826366	0.74781980028015	0.6958564908951245	0.6830539364089587	0.6378684499871975	0.6687451990420676	0.5904236892443481	0.520386185290618	0.5505098429051255	0.4774599731899447	0.42248429804346843	0.3742864458602564	0.3885951832271474	0.3125329477505159	0.30500203334688897	0.2432485352371485	0.23948307803533506	0.22442124922808127	0.21312487762264096	0.1762233970448692	0.16492702543942886	0.15890229391652733	0.18526049432922145	0.15814920247616465	0.1340502763845586	0.12651936198093172	0.1272724534212944	0.11221062461404063	0.13932191646709743	0.09488952148569879	0.09639570436642417	0.13781573358637206	0.11898844757730484	0.12275390477911828	0.13329718494419593	0.13103791062310785	0.15061828807253777	0.13028481918274515	0.1604084767972527	0.15814920247616465	0.17772957992559457	0.21011251186119018	0.20408778033828867	0.17923576280631995	0.21689033482445436	0.20258159745756332	0.20484087177865137	0.2093594204208275	0.21689033482445436	0.16568011687979153	0.1762233970448692	0.23119907219134547	0.1679393912008796	0.13932191646709743	0.1701986655219677	0.13329718494419593	0.0805807841188077	0.09338333860497341	0.08133387555917039	0.05497567514647628	0.03162984049523293	0.021839651770517977	0.03087674905487024	0.011296371605440333	0.0075309144036268885	0.009790188724714955	0.006777822963264199	0.0015061828807253776	0.0007530914403626888	0.0015061828807253776			
1CDX4_94	0.5595849123472411	0.5527455411963303	0.5530564217031899	0.5325383082504578	0.5676678055255902	0.543419125990543	0.5524346606894708	0.5937817681017947	0.6049734663487395	0.5897403215126202	0.620828372198578	0.6562687499805699	0.6631081211314808	0.6727454168441277	0.690154725228264	0.6770977439401618	0.7330562351748858	0.7501546630521627	0.7538852291344776	0.8008281856702739	0.7930561729987845	0.8465276201786319	0.8580301989324364	0.8897400106321134	0.9170974952357562	0.9080819605368285	0.9565793196069227	0.9864238482654423	0.9534705145383269	0.9808279991419697	1.007874603238753	0.9997917100604041	0.9926414584026337	0.9994808295535444	1.003522276142719	0.9901544143477572	0.8760612683302919	0.935750325647331	0.8673566141382236	0.830983594835653	0.8082893178349038	0.7762686256283673	0.7259059835171155	0.6889112032008258	0.6258024603083312	0.6065278688830374	0.5586522708266624	0.477823339043172	0.4569943450835803	0.39357472168422625	0.37461101076579195	0.3435229600798341	0.293471198475442	0.261761386775765	0.24124327332303283	0.21544019125368782	0.18746094563632576	0.1852847820883087	0.16725371269045317	0.16756459319731276	0.16227962458069992	0.15761641697780623	0.15295320937491255	0.15202056785433382	0.14238327214168692	0.13865270605937197	0.146735599237721	0.14362679416912522	0.13834182555251237	0.14176151112796775	0.14860088227887847	0.1597925805258233	0.14860088227887847	0.15264232886805298	0.17284956181392558	0.1684972347178915	0.16414490762185738	0.1737822033345043	0.21202050567823244	0.1768910084031001	0.18994798969120238	0.17005163725218939	0.1411397501142486	0.18124333549913418	0.17471484485508307	0.11751283159292063	0.08269421482464785	0.06683930897480934	0.03730566082314941	0.03575125828885152	0.04445591248091971	0.023626918521327957	0.01709842787727681	0.019585471932153438	0.008393773685208616	0.0027979245617362055	0.0071502516577703025	0.005595849123472411	0.004041446589174519	0.005906729630331989	0.005284968616612833	0.0003108805068595784				
1CDX1_102	0.5705477105773988	0.49480455220188024	0.47463175122749596	0.5142161154036463	0.48909526890724314	0.5077455943363909	0.4963270277471168	0.48985650667986147	0.46511627906976744	0.47006432459178626	0.45902637688882125	0.46968370570547713	0.4738705134548776	0.4871921744756975	0.4639744224108401	0.46892246793285886	0.4677806112739314	0.47006432459178626	0.47501237011380504	0.469303086819168	0.4982301221786625	0.4868115555893883	0.5012750732691357	0.5073649754500819	0.49366269554295283	0.4974688844060442	0.4734898945685685	0.4978495032923534	0.4974688844060442	0.4879534122483158	0.5119324020857915	0.4788185589768964	0.49556578997449857	0.5069843565637727	0.4868115555893883	0.46854184904654966	0.46435504129714916	0.4536977124804933	0.4670193735013132	0.4556008069120389	0.4457047158680014	0.439234194800746	0.41982263159898	0.4042172572603053	0.43504738705134555	0.43352491150610895	0.40497849503292355	0.3848056940585392	0.37452898412819247	0.35778175313059035	0.3436988543371522	0.3703421763787919	0.35778175313059035	0.3341833821794237	0.3475050432002436	0.3189586267270582	0.3121074867734937	0.3269516233395501	0.3079206790240932	0.3414151410192974	0.323906672249077	0.34407947322346133	0.30373387127469265	0.3197198644996765	0.34598256765500707	0.3109656301145663	0.30068892018421955	0.3749096030145016	0.34522132988238874	0.37643207855973815	0.38823126403532143	0.3623491797663	0.38823126403532143	0.4346667681650363	0.4677806112739314	0.5237315875613748	0.5499942907167054	0.573592661667872	0.620408784683896	0.6584706733148099	0.685875233129068	0.7262208350778365	0.7425874471891295	0.8190918433372665	0.897499333916949	0.8209949377688122	0.8160468922467933	0.9237620370722794	0.875804057397328	0.5899592737791649	0.42743500932516276	0.2953602557758916	0.25044722719141327	0.1594793133635291	0.14120960682069045	0.09629657823621209	0.07041449396719066	0.056331595173752524	0.031210748677349368	0.03996498306245956	0.03197198644996765	0.003806188863091387	0.01141856658927416	0.0019030944315456934	0.0007612377726182773	0.003425569976782248
1CDX1_216	0.5114744840332683	0.5172502310298799	0.5076239860355273	0.4460160180716706	0.42034603142006366	0.4485830167368313	0.4235547797515145	0.41007803675942084	0.3914672964370059	0.40109354143135845	0.44986651606941164	0.39210904610329606	0.38248280110894345	0.3946760447684567	0.3895420474381353	0.33370982647089026	0.4177790327549029	0.3831245507752336	0.38055755211007286	0.3901837971044255	0.42291303008522435	0.41392853475716196	0.4087945374268405	0.3933925454358764	0.40815278776055036	0.40686928842797004	0.34975356812814457	0.36323031112023824	0.3927507957695862	0.38633329910668446	0.3728565561145908	0.3382020741349215	0.38055755211007286	0.388258548105555	0.39724304343361744	0.32536708080911797	0.40109354143135845	0.3664390594516891	0.3811993017763631	0.35873806345620696	0.3728565561145908	0.36772255878426946	0.33884382380121164	0.3580963137899168	0.35488756545846595	0.34269432179895265	0.41007803675942084	0.3747818051134613	0.3638720607865284	0.37221480644830063	0.41392853475716196	0.38055755211007286	0.40815278776055036	0.38633329910668446	0.42162953075264403	0.4197042817537735	0.44665776773796073	0.45756751206489377	0.4543587637334428	0.4890132457131122	0.4781035013861793	0.5345774720197145	0.469760755724407	0.5352192216860047	0.5262347263579423	0.573082451997125	0.5512629633432591	0.5557552110072903	0.5968271896498614	0.5974689393161515	0.6956566382585481	0.7912773385357839	0.9298952664544615	0.9953537324160591	1.0858404353629736	1.4259677584967656	1.4304600061607968	1.5158127117773899	1.5260807064380326	1.393880275182257	1.1468066536605401	0.8843310401478591	0.6892391415956464	0.5814251976588972	0.48580449738166137	0.39981004209877813	0.25284936851832834	0.2323133791970428	0.13925967758496766	0.08984495328062429	0.05390697196837457	0.0410719786425711	0.024386487319026595	0.016043741657254338	0.00898449532806243	0.008342745661772255	0.0057757469966115615	0.002566998665160694	0.0019252489988705206	0.001283499332580347		0.002566998665160694				
1CDX1_82	0.5318022934619296	0.5271554773054662	0.49411145130394823	0.4915298867725797	0.4873993835223899	0.48481781899102133	0.46571424145889373	0.4522901058957771	0.44041490905148156	0.4574532349585142	0.44041490905148156	0.39859356364331033	0.428539712207186	0.41253401211270074	0.42750708639463864	0.4244092089569963	0.40840350886251103	0.3965283120182155	0.41718082826916425	0.4109850733938796	0.4058219443311424	0.37226160542335074	0.40324037979977384	0.38362048936137255	0.36296797311042384	0.38620205389274115	0.3676147892668873	0.39807725073703665	0.3779410473923617	0.3851694280801937	0.3872346797052886	0.3583211569539604	0.35109277626612834	0.37226160542335074	0.3387012665155591	0.337152327796738	0.3345707632653694	0.3232118793273476	0.3423154568594751	0.3154671857332418	0.3123693082955995	0.31701612445206295	0.29378204366974564	0.31959768898343155	0.3159834986395155	0.34438070848457003	0.3397338923281065	0.3464459601096649	0.34592964720339114	0.3216629406085264	0.3505764633598546	0.32837500839008477	0.3438643955782963	0.3448970213908437	0.404789318518595	0.4109850733938796	0.37845736029863536	0.39859356364331033	0.39859356364331033	0.4042730056123213	0.4140829508315219	0.4197623928005328	0.4300886509260072	0.43163758964482835	0.49307882549140086	0.48843200933493736	0.5405796128685828	0.5328349192744771	0.622673364966104	0.6490053231860636	0.665011023280549	0.7589799722223656	0.8297148403818652	0.8999333956350907	0.9422710539495356	1.0692840288928702	1.115752190457505	1.2097211393993215	1.128143700208074	1.1704813585225189	1.0739308450493337	0.9221348506048607	0.7372948301588694	0.558650564588163	0.4300886509260072	0.37845736029863536	0.29171679204465073	0.2194329851663302	0.1569591235072103	0.1141051522864917	0.0795121875661526	0.04078871959562373	0.025815645313685902	0.01961989043840129	0.018070951719580133	0.012391509750569234	0.0046468161564634635	0.008261006500379491	0.009809945219200644	0.0036141903439160265	0.002581564531368591	0.0015489387188211542				
1CDX1_104	0.5418020765831388	0.5228000253360683	0.4886937795079931	0.5140298478374203	0.5013618136727067	0.48820654742473485	0.4950277965903499	0.4755385132600211	0.5247489536691012	0.4784619057595705	0.47164065659395543	0.46140878284553277	0.4804108340926034	0.49648949284012456	0.4555619978464342	0.4502024449305938	0.47261512076047185	0.5169532403369698	0.4794363699260869	0.49259163617405877	0.5135426157541622	0.5013618136727067	0.5106192232546128	0.546674397415721	0.546674397415721	0.5198766328365191	0.5564190390808854	0.5213383290862936	0.5340063632510074	0.5788317149107635	0.5461871653324628	0.5866274282428949	0.5520339503315614	0.5549573428311108	0.5627530561632422	0.5344935953342655	0.535468059500782	0.5262106499188759	0.493078868257317	0.49795118908989916	0.5003873495061902	0.4857703870084437	0.4555619978464342	0.43655994659936365	0.45604922992969243	0.4599470865957581	0.4326620899332979	0.4472790524310445	0.4180451274355514	0.43461101826633086	0.38296441744095966	0.39563245160567334	0.3897856666065747	0.3566538849450158	0.3712708474427624	0.35811558119479053	0.3980686120219644	0.35616665286175764	0.3410624582807529	0.3688346870264713	0.31621362203458375	0.36932191910972956	0.3605517416110816	0.392709059106124	0.3751687041088282	0.3512943320291755	0.39076013077309113	0.3625006699441145	0.4024537007712884	0.4141472707694856	0.41707066326903497	0.4107366461866781	0.3922218270228658	0.4536130695134013	0.40001754035499726	0.5037979740889978	0.5349808274175238	0.5900380528257024	0.6533782236492708	0.6407101894845572	0.6397357253180408	0.6411974215678155	0.6787142919786983	0.6947929507262194	0.7059992886411584	0.874581589448502	0.8692220365326617	0.7259758040547454	0.6338889403189422	0.40391539702106305	0.2635925570426962	0.17637801413947504	0.18319926330509012	0.11060168289961558	0.06675079540637592	0.04482535165975609	0.03020838916200954	0.01510419458100477	0.013642498331230114	0.008282945415389712	0.006821249165615057	0.0014616962497746551	0.004385088749323965			
1CDX1_72	0.4553294239392894	0.44475106358514427	0.42405427158790393	0.41623548350005746	0.42083477061055535	0.44521099229619404	0.40243762216856394	0.4070369092790617	0.4286535586984017	0.3982982637691158	0.40059790732436473	0.41071633896746	0.4033574795906635	0.3964585489249166	0.3918592618144188	0.38404047372657235	0.38174083017132343	0.3941589053696677	0.3941589053696677	0.3799011153271243	0.39507876279176724	0.4074968379901115	0.3982982637691158	0.39783833505806604	0.4051971944348626	0.376221685638726	0.39553869150281706	0.3661032539956307	0.3936989766586179	0.4139358399448086	0.4028975508796137	0.39553869150281706	0.38174083017132343	0.38404047372657235	0.3661032539956307	0.3831206163044728	0.36288375301828213	0.38496033114867195	0.37300218466137747	0.3688628262619294	0.37530182821662644	0.36702311141773025	0.3523053926641371	0.3835805450155226	0.3679429688398298	0.3665631827066805	0.3803610440381741	0.3477061055536392	0.39507876279176724	0.3845004024376221	0.4015177647464643	0.37438197079452684	0.3900195469702196	0.4245142002989537	0.40657698056801195	0.4263539151431528	0.42175462803265495	0.43187305967575024	0.46636771300448426	0.47740600206967915	0.48844429113487403	0.4764861446475796	0.48154536046912727	0.5077612969989651	0.525238588018857	0.5735311026790847	0.5657123145912384	0.5854892491663791	0.6144647579625159	0.6714959181326894	0.6567781993790963	0.7082902150166724	0.806714959181327	0.9042198459238818	0.9267563527653214	1.1079682649189375	1.2491663792112222	1.3940439231919053	1.4027825687018511	1.4924686673565597	1.623548350005749	1.3871449925261583	1.2372082327239278	0.9423939289410141	0.6981717833735771	0.4672875704265839	0.40243762216856394	0.3224100264459009	0.24054271587903875	0.17799241117626768	0.11176267678509831	0.06347016212487064	0.06117051856962171	0.03725422559503277	0.017937219730941704	0.01885707715304128	0.01977693457514085	0.01011843164309532	0.011498217776244681	0.005519144532597447	0.005519144532597447		0.00045992871104978727		0.0009198574220995745	
1CDX2_101	0.5412431545526221	0.46026976922585183	0.573206332971084	0.5220652475015449	0.5305887617464681	0.5220652475015449	0.5433740331138528	0.5540284259200068	0.5518975473587759	0.5305887617464681	0.4964947047667753	0.5455049116750836	0.5497666687975453	0.6627032325427774	0.5646828187261608	0.6477870826141618	0.6371326898080079	0.5987768757058535	0.6200856613181616	0.6797502610326238	0.6264782970018539	0.7095825608898548	0.688273775277547	0.7351531036246245	0.645656204052931	0.7713780391655479	0.7053208037673933	0.698928168083701	0.6541797182978543	0.6307400541243154	0.6818811395938545	0.7053208037673933	0.6754885039101621	0.5710754544098532	0.6477870826141618	0.5795989686547763	0.5050182190116985	0.5753372115323148	0.5241961260627757	0.5433740331138528	0.5178034903790832	0.48370943339939054	0.5050182190116985	0.45387713354215947	0.4346992264910822	0.4197830765624667	0.43256834792985144	0.35159496260308126	0.4133904408787743	0.3729037482153892	0.29832299857231137	0.29406124144984974	0.3281552984295425	0.3707728696541584	0.2770142129600034	0.29832299857231137	0.2365275202966183	0.24078927741907988	0.22587312749046431	0.2450510345415415	0.1832555562658484	0.2237422489292335	0.21095697756184872	0.1960408276332332	0.21521873468431035	0.25570542734769547	0.1896481919495408	0.2450510345415415	0.21948049180677193	0.20882609900061797	0.2343966417353875	0.20669522043938715	0.2322657631741567	0.28979948432738817	0.34307144835815806	0.31323914850092693	0.3281552984295425	0.30045387713354216	0.33454793411323486	0.3707728696541584	0.3686419910929276	0.2727524558375418	0.3260244198683117	0.33241705555200407	0.30897739137846536	0.2961921200110806	0.27914509152123423	0.3196317841846193	0.20669522043938715	0.16833940633723285	0.10015129237784738	0.07884250676553943	0.10015129237784738	0.07031899252061624	0.031963178418461934	0.021308785612307955	0.055402842592000685	0.038355814102154315	0.012785271367384771	0.01491614992861557	0.027701421296000343	0.027701421296000343				
1CDX1_281	0.5157051312660561	0.5061550362426106	0.5061550362426106	0.484189817688686	0.4431244090878704	0.435484333069114	0.46604463714413963	0.4116090955105003	0.49660494121916515	0.43930437107849224	0.4488544661019377	0.4106540860081558	0.4278442570503576	0.4345293235667695	0.43930437107849224	0.4431244090878704	0.4335743140644249	0.473684713162896	0.41829416202691216	0.4297542760550468	0.42879926655270223	0.45649454212069407	0.4297542760550468	0.46413461813945045	0.4307092855573913	0.4469444470972486	0.4240242190409795	0.4431244090878704	0.40683404799877765	0.4240242190409795	0.47177469415820683	0.42879926655270223	0.45744955162303863	0.4469444470972486	0.4307092855573913	0.444079418590215	0.4517194946089714	0.424979228543324	0.41924917152925667	0.4335743140644249	0.4307092855573913	0.3753187344214075	0.405879038496433	0.3695886774073402	0.4383493615761477	0.4412143900831813	0.4096990765058112	0.42879926655270223	0.4116090955105003	0.43261930456208036	0.4297542760550468	0.4221142000362904	0.44503442809255955	0.4240242190409795	0.4039690194917439	0.3963289434729875	0.4488544661019377	0.45840456112538325	0.42115919053394585	0.4297542760550468	0.4727297036605514	0.41256410501284485	0.5004249792285433	0.5262102357918461	0.5166601407684006	0.5348053213129471	0.5844658154348635	0.5854208249372082	0.6121610910028554	0.672326689650562	0.6350813190591246	0.6799667656693184	0.7582775448615714	0.8308582670397571	0.89866394170622	0.9588295403539264	1.006580015471154	1.0982609276962307	1.1660666023626935	1.2596575335924594	1.245332391057291	1.2233671725033666	1.1345512887853233	0.9693346448797167	0.680921775171663	0.5204801787777789	0.42593423804566855	0.3313882973135583	0.21869717603690159	0.18622685295718694	0.1365663588352704	0.07067070317349658	0.047750475117227416	0.030560304075025548	0.03438034208440374	0.01814518054454642	0.007640076018756387	0.01050510452579003	0.0038200380093781935							
